Registration Number,Association Name,State,Cancellation Type,Cancellation Year
147110452,Uttar Champahati Tarun Sangha,West Bengal,On Violation,2015
146940012,Ushagram Boys High School,West Bengal,On Violation,2015
147040078,Urgapur Palli Unnayan Samity,West Bengal,On Violation,2015
147110464,Urban And Rural Mission,West Bengal,On Violation,2015
147120164,United Missionary Primary Teachers Instt,West Bengal,On Violation,2015
147110353,Unique Pally Bikash Unnayan Samity,West Bengal,On Violation,2015
147070035,Unique Education and Welfare Foundation,West Bengal,On Violation,2015
147040007,Union Church School Child Care Home 489,West Bengal,On Violation,2015
147040106,Ulista Bholanath Vidyaniketan,West Bengal,On Violation,2015
146900006,Uday Nagar Chetana,West Bengal,On Violation,2015
146980034,Turn Bull High School,West Bengal,On Violation,2015
146980074,Trinitarian Fellowship,West Bengal,On Violation,2015
147110578,Torpedo Cultural Association,West Bengal,On Violation,2015
147110217,Titagarh Free India Junior High School,West Bengal,On Violation,2015
147120433,Tiljella Bustee Development Society,West Bengal,On Violation,2015
147120041,Thomas School (for Girls) Home,West Bengal,On Violation,2015
147000149,The Union Club Joypur,West Bengal,On Violation,2015
146940033,The Thalassemic Child Health Care Society,West Bengal,On Violation,2015
147120778,The Rimpoche,West Bengal,On Violation,2015
146980090,The Rampart Society.,West Bengal,On Violation,2015
147070002,The Leprosy Mission,West Bengal,On Violation,2015
147120150,The Institution Of Engineers (India),West Bengal,On Violation,2015
147120393,The Gujarati Relief Society,West Bengal,On Violation,2015
146980091,THE FELLOWSHIP OF THE FREE BAPTIST CHURCHES IN WEST BENGAL AND SIKKIM,West Bengal,On Violation,2015
147110149,The Daria Club,West Bengal,On Violation,2015
147040135,The Maternity & Child Welfare Centre,West Bengal,On Violation,2015
146940083,Thanvi Ishaq Welfre Society,West Bengal,On Violation,2015
147110668,Thakurchak Jamea Arbia Darul Huda,West Bengal,On Violation,2015
146980095,TERAI RUPANTARAN,West Bengal,On Violation,2015
146960007,Teor Dhiren Mohanta Public Charitable Society,West Bengal,On Violation,2015
147120785,Techno India,West Bengal,On Violation,2015
147040081,Tarun Sangha 4,West Bengal,On Violation,2015
147120710,Tarun Sangha,West Bengal,On Violation,2015
147110674,Taranagar Tarun Sangha,West Bengal,On Violation,2015
147040275,Tapan Sumana Avem Vikash Chikitshya Kendra,West Bengal,On Violation,2015
94570046,Ethodist Womens Work Retiremen Home,Karnataka,On Violation,2015
94570036,Etcm Community Health Creche,Karnataka,On Violation,2015
94421177,Equip India Educational Charitable Trust,Karnataka,On Violation,2015
94570194,Environmental Research Institute and Human Care Society,Karnataka,On Violation,2015
94590052,Enedsa,Karnataka,On Violation,2015
94540053,Elite Education And Welfare Society,Karnataka,On Violation,2015
94420123,Eligrh Prayer Family,Karnataka,On Violation,2015
94460063,Ebenezer Society,Karnataka,On Violation,2015
94580032,Ease Training Institution,Karnataka,On Violation,2015
94590113,Dzhgehen Monastic Cultural Society,Karnataka,On Violation,2015
94590099,Dudee Organisation For Rural Reconstruction,Karnataka,On Violation,2015
94520019,Dr.Rudulf Stener's Educational And Welfare Society,Karnataka,On Violation,2015
94420405,Dr.(mrs.)sita Bhateja's Nursing Home Trust,Karnataka,On Violation,2015
94590093,Dr. Iqbal Nursery 7 Primary School,Karnataka,On Violation,2015
94570112,Dr. BR Ambedkar Educational Society,Karnataka,On Violation,2015
94440098,Dr. Baba Saheb Ambedkar sikshan Samsthe,Karnataka,On Violation,2015
94421250,Dr. Ambedkar Chintana charitable Trust,Karnataka,On Violation,2015
94400025,DR D PARWATHAPPA MEMORIAL TRUST,Karnataka,On Violation,2015
94570174,Divya Shanthi Educational and Charitable Trust,Karnataka,On Violation,2015
94421331,DIVINE LOVE CHARITABLE MINISTRIES,Karnataka,On Violation,2015
94440028,District Womens Work Gokak,Karnataka,On Violation,2015
94420995,Dipti,Karnataka,On Violation,2015
94420954,Dhriti,Karnataka,On Violation,2015
94520003,Dharwar District Council For Child Welfare,Karnataka,On Violation,2015
94520008,Dharwad Shishu Kalyana Kendra,Karnataka,On Violation,2015
94600045,Dharmajyoti Society,Karnataka,On Violation,2015
94620034,Dharma Chakra Trust,Karnataka,On Violation,2015
94421018,Dharani Trust,Karnataka,On Violation,2015
94420751,Development Education Service,Karnataka,On Violation,2015
94640022,Development Education & Enlightenment Programmes Association,Karnataka,On Violation,2015
94540035,Devanajiurs Memorial Education Society,Karnataka,On Violation,2015
94460031,Deepak Education Soceity,Karnataka,On Violation,2015
94640046,Dar-ul-uloom Saudia Arabic College,Karnataka,On Violation,2015
94600044,Dangar Yane Gowli Samudharya Abhivaruddi Sangha,Karnataka,On Violation,2015
94420420,"Dakshina Bharath Mahila Sangham,(Rural Service Centre) (Regd.)",Karnataka,On Violation,2015
94420065,CSI Karnataka Central Diocese,Karnataka,On Violation,2015
94570028,Csi Boarding Home,Karnataka,On Violation,2015
94420008,Cornerstone World Challenge,Karnataka,On Violation,2015
94421165,Comprehensive Trauma Consortium,Karnataka,On Violation,2015
94570067,Comprehensive Rural Uplift & Education Society,Karnataka,On Violation,2015
94520029,Community Health And Family Planning Centre,Karnataka,On Violation,2015
94570166,Comprehensive Community Development Trust,Karnataka,On Violation,2015
94421141,Community Health & Intensive Litracy Development(CHILD),Karnataka,On Violation,2015
94420558,Community Aid Abroad,Karnataka,On Violation,2015
94421107,Citron Education Trust,Karnataka,On Violation,2015
94460028,Chywan Ayurvedic Education Society,Karnataka,On Violation,2015
94570016,Church Of South Indian Hospital,Karnataka,On Violation,2015
94520014,Church Of South India,Karnataka,On Violation,2015
94460062,CHURCH OF SALVATION MINISTRY,Karnataka,On Violation,2015
94630034,Church Of Our Mother Of Sorrows,Karnataka,On Violation,2015
94620013,Church Of Christ,Karnataka,On Violation,2015
94440059,Christian Welfare Association,Karnataka,On Violation,2015
94420135,Christian Publishing House Trust,Karnataka,On Violation,2015
94450007,Christian Ministry,Karnataka,On Violation,2015
94420064,Christian Fellowship Centre,Karnataka,On Violation,2015
94420129,Christian Counselling Service,Karnataka,On Violation,2015
94580016,Christalaya Hadanur Thendekere,Karnataka,On Violation,2015
94420142,Christa Grama Seva Sangha,Karnataka,On Violation,2015
94540017,Chiranjeevi Higher Primary School,Karnataka,On Violation,2015
94540006,Chiranjeevi Higher Primary School,Karnataka,On Violation,2015
94421155,Centre for Urban and Rural Development Society(CURDS),Karnataka,On Violation,2015
94630076,Chinmaya Educational Institutions,Karnataka,On Violation,2015
94580036,Childrens Education Society,Karnataka,On Violation,2015
94420651,Child Foundation Karnataka,Karnataka,On Violation,2015
94470016,Chetana Vikas,Karnataka,On Violation,2015
94570214,CHETANA Swayam seva samsthe,Karnataka,On Violation,2015
94460023,Chandrashekar Education Society,Karnataka,On Violation,2015
94590084,Chamrjanagar Development Society,Karnataka,On Violation,2015
94590043,Chamaranagar Parish Society,Karnataka,On Violation,2015
94420056,Ceylone And India General Mission,Karnataka,On Violation,2015
94421130,Centre for Urban and Rural Development,Karnataka,On Violation,2015
94630056,Centre For Social And Cultural Action,Karnataka,On Violation,2015
94640019,Centre For Rural Organisation & Weavers Development,Karnataka,On Violation,2015
94420441,Centre For Resource Ecology & Management,Karnataka,On Violation,2015
94421101,"Centre for Cultures, Technologies and The Environment",Karnataka,On Violation,2015
94590164,Central Food Technological Research Institute,Karnataka,On Violation,2015
94520055,Center for Entrepreneurship Development of Karnataka,Karnataka,On Violation,2015
94570066,Cauvery Rural Sc/st Dev Society,Karnataka,On Violation,2015
94420428,Cathexis India Soceity,Karnataka,On Violation,2015
94580021,Cathedral Parish Society,Karnataka,On Violation,2015
94420455,Carmel Convent School,Karnataka,On Violation,2015
94590032,Carmel Convent,Karnataka,On Violation,2015
94610006,Cardinal Cushing Farmers Training Centre,Karnataka,On Violation,2015
94420668,C.A.I.M. Charitable Society,Karnataka,On Violation,2015
94590050,C C F Inc Kiriya Pushpa Family Helper Project,Karnataka,On Violation,2015
94570051,Budikote Community Development Project,Karnataka,On Violation,2015
94420617,Buddha Education Society,Karnataka,On Violation,2015
94460016,Brotherhood Rural Economic Assistance,Karnataka,On Violation,2015
94420792,Brindavan Trust Of India,Karnataka,On Violation,2015
94590143,Bodhi Sattvas Trust,Karnataka,On Violation,2015
94550003,Blue Mountain Educational Society,Karnataka,On Violation,2015
94420876,Blossom Evangalin Education Society,Karnataka,On Violation,2015
94540064,Blind & Handicapped Children's Residential Welfare Association,Karnataka,On Violation,2015
94550014,Bio-Diversity Conserv ation and Research Trust(BCRT),Karnataka,On Violation,2015
94470001,Bijapur Lerosy & Community Welfare Centre,Karnataka,On Violation,2015
94470005,Bijapur District Physically Handicapped Association,Karnataka,On Violation,2015
94460010,Bidar Methodist Womens Work,Karnataka,On Violation,2015
94460054,Bidar Integrated Rural Development Trust,Karnataka,On Violation,2015
94421264,Biblical Theological College And Seminary,Karnataka,On Violation,2015
94420870,Bhoruka Charities,Karnataka,On Violation,2015
94540007,Bheemanhalli Community Health Centre,Karnataka,On Violation,2015
94570106,Bhavya Rural Development Society,Karnataka,On Violation,2015
94420270,Bhartha Matha Education Society,Karnataka,On Violation,2015
94570147,Bharathi Education Trust,Karnataka,On Violation,2015
94420670,Bharatheeya Ganameen Mahila Sangh,Karnataka,On Violation,2015
94520041,Bharateeya Grameena Seva Samsthe,Karnataka,On Violation,2015
94520009,Bharat Evangelical Fellowship,Karnataka,On Violation,2015
94420737,Bhanu Education Society,Karnataka,On Violation,2015
94570188,Bhagya Jyothi Rural Development Society,Karnataka,On Violation,2015
94440018,Beynon Smith School of Fine Arts,Karnataka,On Violation,2015
94440022,Beynon Semith Pre-univty College Com&art,Karnataka,On Violation,2015
94450019,Bethesda Rural Development Society,Karnataka,On Violation,2015
94421151,Bethel Charitable Trust,Karnataka,On Violation,2015
94440030,Belgaum Methodist Hostel,Karnataka,On Violation,2015
94460052,Belaku,Karnataka,On Violation,2015
94460034,Baswa Karya Samiti Kotgyal,Karnataka,On Violation,2015
94520018,Basel Mission Hospital,Karnataka,On Violation,2015
94540058,Basaveshwar Shikshan Samsthe,Karnataka,On Violation,2015
94570088,Basavatharakam Educational Trust,Karnataka,On Violation,2015
94570122,Bargarpet Taluk Women's Association,Karnataka,On Violation,2015
94520035,Bapuji Educational Association,Karnataka,On Violation,2015
94420243,Bangalore Integrated Rural Development Society,Karnataka,On Violation,2015
94420826,Bangalore Insttitute of Human Relations & Development,Karnataka,On Violation,2015
94420358,Bangalore Brahmo Samaj,Karnataka,On Violation,2015
94420051,Bangalore Baptist Church/Ebenezer Baptist Church,Karnataka,On Violation,2015
94590013,Balaram Patanna Family Helper Project,Karnataka,On Violation,2015
94420221,Bala Abhivridhi Kendra,Karnataka,On Violation,2015
94420658,Bahujan Development Centre,Karnataka,On Violation,2015
94570070,Bagepalli Rural Development Society,Karnataka,On Violation,2015
94420154,Badlwin Opportunity School,Karnataka,On Violation,2015
94420860,B.M.S.college Of Engineering,Karnataka,On Violation,2015
94590055,Avila Convent,Karnataka,On Violation,2015
94610008,Assolihat Trust,Karnataka,On Violation,2015
94570183,Association for Socio-Economic Development,Karnataka,On Violation,2015
94640011,Association For Rural Integrated Development,Karnataka,On Violation,2015
94420885,Association For Pre-school Education,Karnataka,On Violation,2015
94560006,Association For Human Development,Karnataka,On Violation,2015
94580017,Association For Community And Rural Education,Karnataka,On Violation,2015
94480025,Ashwini Vruthi Sikshana Samasthe,Karnataka,On Violation,2015
94580025,Ashraya Trust Udayagiri,Karnataka,On Violation,2015
147110262,Manik Nagar Gandhiji Pallimangal Samiti,West Bengal,On Violation,2015
147040339,Mangalchak Sabuj Sanjhyas,West Bengal,On Violation,2015
147110102,Mandir Bazar Silpi Unnayan Samiti,West Bengal,On Violation,2015
147110055,Mandir Bazar Blacksmith Society,West Bengal,On Violation,2015
147070016,Manbhum Jatya Palli Seva Sangha,West Bengal,On Violation,2015
147120856,MANAS Bangla,West Bengal,On Violation,2015
146990003,Makalpur Janakalyan Sangha,West Bengal,On Violation,2015
147040498,Maitana Jana Sevak Sangha,West Bengal,On Violation,2015
147040299,Maisali Sevak Sangha,West Bengal,On Violation,2015
147110371,Mainan Netaji Sangha,West Bengal,On Violation,2015
146990097,Mahesh Vidyasagar Memorial School,West Bengal,On Violation,2015
146980053,Mahbert Education Society,West Bengal,On Violation,2015
147040336,Mahatma Rural Development Society,West Bengal,On Violation,2015
147000099,Mahasakti Sangha Foot Ball Ground,West Bengal,On Violation,2015
147120350,Maharaja Cossimbaar Sabitri Siksalaya,West Bengal,On Violation,2015
147020014,Mahakaliguri Mission High School,West Bengal,On Violation,2015
146990110,Mahabhumi Education Rural Development and Health Care System,West Bengal,On Violation,2015
147120467,Mafhun David Synagogue,West Bengal,On Violation,2015
146930033,Madrasah Islamia Samadia,West Bengal,On Violation,2015
146990101,Madrasah Islamia,West Bengal,On Violation,2015
147040474,Madrasah Darul Salam Asadia Lalpur,West Bengal,On Violation,2015
147000171,Madrasah Anisul Quraan,West Bengal,On Violation,2015
147040117,Madarsa Amwarul Uloom Social welfare,West Bengal,On Violation,2015
147110570,Madarpara Siddiquia Nooria Madrasah,West Bengal,On Violation,2015
147020036,Madarihat Jaldapara Welfare Organization,West Bengal,On Violation,2015
147110481,"Madarasah Ababeria, Ahamadulls Mission",West Bengal,On Violation,2015
147040569,MAAGANGA MEMORIAL SEVASHRAM,West Bengal,On Violation,2015
147110167,Ma-o-sishu,West Bengal,On Violation,2015
147060049,Ma Sarda Sishu Tirtha,West Bengal,On Violation,2015
147120082,Loreto House Educational Society,West Bengal,On Violation,2015
147040114,Lokpith Aamora Sabai Sangha,West Bengal,On Violation,2015
147110152,Lokonnayana,West Bengal,On Violation,2015
147110740,Lokenath Sevashram Sangha,West Bengal,On Violation,2015
147120202,Lok Siksha Sansad,West Bengal,On Violation,2015
147040099,Lok Seva Samity,West Bengal,On Violation,2015
147060005,Littel Flower Home,West Bengal,On Violation,2015
147040037,Lions Club Of Midnapore,West Bengal,On Violation,2015
147040295,Lions Club Of Contai,West Bengal,On Violation,2015
147040294,Lions Club Of Contai,West Bengal,On Violation,2015
147120179,Ling Liang Orphanage,West Bengal,On Violation,2015
147120225,Light House For Blind,West Bengal,On Violation,2015
147120289,Light,West Bengal,On Violation,2015
147070003,Leprosy Field Research Unit,West Bengal,On Violation,2015
147110843,LASKSHMINARAYANPUR PATNA VIDYASAGAR SEVA KENDRA AND SISU TIRTHA,West Bengal,On Violation,2015
147040265,Lalua Pragati Sangha,West Bengal,On Violation,2015
147110529,Lakshmipur Bidhan Sangha,West Bengal,On Violation,2015
147040254,Lakshi Jai Hind Sansad,West Bengal,On Violation,2015
147060056,Kushnagan Catholic Charitable Social,West Bengal,On Violation,2015
146960005,Kushmandi People Awarness Treatment and Helps Committee,West Bengal,On Violation,2015
146980089,Kurseong Bellevue Education and Welfare Society,West Bengal,On Violation,2015
147110367,Kumarkhola Richshaw Samity,West Bengal,On Violation,2015
147110877,Kulpi Shikshakpalli Ramkrishna Sarada Seva Kendra,West Bengal,On Violation,2015
147040182,Kshetrapal Bandhu Mahal Sangha,West Bengal,On Violation,2015
147110188,Kshetramohanpur S S R K Seba Samity,West Bengal,On Violation,2015
147110194,Koyra Gram Unnayan Samity,West Bengal,On Violation,2015
146900010,Kotchra Noorul Huda Junior Madrasah,West Bengal,On Violation,2015
147120701,Kolkata Institute of Social Research and Development,West Bengal,On Violation,2015
147110165,Kishore Sangha,West Bengal,On Violation,2015
147040475,Kishorchak Backward Classes Rural Development Society,West Bengal,On Violation,2015
147100015,Khudiram Soociety,West Bengal,On Violation,2015
147040236,Khejunijane Kalyan Sangha,West Bengal,On Violation,2015
147040302,Kharisha Nabankur Sevayatan,West Bengal,On Violation,2015
147000113,Khardah Public Cultural & Welfare Association,West Bengal,On Violation,2015
147040102,Kharagpur English Medium School,West Bengal,On Violation,2015
147000128,Khanpur Yuba Sangha,West Bengal,On Violation,2015
147040326,Khalsageria Socety For Human Resource Development,West Bengal,On Violation,2015
147110584,Khademul Islam Siddiqia Senior Madrasah,West Bengal,On Violation,2015
147110056,Keorapukur Poor Children,West Bengal,On Violation,2015
147110072,Keorapukur Cni Boys High School,West Bengal,On Violation,2015
147110368,Kensitey Azaad Sporting Club,West Bengal,On Violation,2015
147110322,Kensily Youbak Sangha,West Bengal,On Violation,2015
147110601,Kensily Social Development Organisation,West Bengal,On Violation,2015
146940017,Katwa Mahila Samity,West Bengal,On Violation,2015
147120199,Katikata Basti Pragati Sanghtan,West Bengal,On Violation,2015
147110193,Katia Unnayani,West Bengal,On Violation,2015
147040085,Kashinathpur & Islampur Milani Tarun Sangh,West Bengal,On Violation,2015
147040066,Kasaria Matangini Nari Kalyan Samiti,West Bengal,On Violation,2015
147110748,Kanpur Netaji Sangha,West Bengal,On Violation,2015
146990098,Kanakpur Ayesha Ajij Memorial Trust,West Bengal,On Violation,2015
147040181,Kalyanpur Yuba Sangha,West Bengal,On Violation,2015
147040050,Tamlub Sishu Raksha Samity,West Bengal,On Violation,2015
147040112,Taladiha Biplabi Kshudiram Sangha,West Bengal,On Violation,2015
147110654,Syamaprasad Institute of Advanced Education,West Bengal,On Violation,2015
147040040,Swaraj Kendra,West Bengal,On Violation,2015
147110820,SWARAJ - BARRACKPORE,West Bengal,On Violation,2015
147110299,Swamiji Research & Development Centre,West Bengal,On Violation,2015
147040086,Swami Pranjnana Smriti Raksha Samity,West Bengal,On Violation,2015
147110431,Sundarban Tribal Development Association,West Bengal,On Violation,2015
147110523,Sundarban Sir Daniel Ashram,West Bengal,On Violation,2015
147110397,Sundarban Mehnati Sangha,West Bengal,On Violation,2015
147110436,Sundarban Islamic Research &devt.trust,West Bengal,On Violation,2015
147110325,Sundarban Human Resource Centre,West Bengal,On Violation,2015
147110340,"Sundarban Agro Eco, Socio-educational Society",West Bengal,On Violation,2015
147110301,Sundar Ban Gandhi Society,West Bengal,On Violation,2015
147040305,Sukhakhola Youth Club,West Bengal,On Violation,2015
147110160,Sukanta Smriti,West Bengal,On Violation,2015
147110577,Subhas Pally Basirhat Welfare Society,West Bengal,On Violation,2015
147040503,Station Road Janakalyan Sangha,West Bengal,On Violation,2015
147120409,St. Xaviers College,West Bengal,On Violation,2015
147120019,St. Thomas School,West Bengal,On Violation,2015
147120051,St. Thomas Girl's School,West Bengal,On Violation,2015
147030003,St. Ritas Primary School,West Bengal,On Violation,2015
147030001,St. Mary's School,West Bengal,On Violation,2015
147110052,St. Annie's Convent Khari,West Bengal,On Violation,2015
147030002,St. Annes Primary School,West Bengal,On Violation,2015
146940006,St Vincents High & Technical School,West Bengal,On Violation,2015
147120128,St Thomas School Technical Training Centre,West Bengal,On Violation,2015
147120214,St Thomas R C Church,West Bengal,On Violation,2015
147120076,St Thomas Day School,West Bengal,On Violation,2015
147120207,St Thomas Church,West Bengal,On Violation,2015
147120018,St Thomas Boys School Project No 3145,West Bengal,On Violation,2015
146940010,St Theresa's Catholic Church,West Bengal,On Violation,2015
147120116,St Teresa's Girls Primary School,West Bengal,On Violation,2015
147120182,St Teresa Church,West Bengal,On Violation,2015
147120145,St Patrick Church,West Bengal,On Violation,2015
147120135,St Mary's School,West Bengal,On Violation,2015
147120104,St Mary's Home,West Bengal,On Violation,2015
147120100,St Margarets School Hostel,West Bengal,On Violation,2015
146980033,St Luke's Dispensary & Polyclinic,West Bengal,On Violation,2015
147120284,St Joseph's Rehab. Centre & Relief Serv.,West Bengal,On Violation,2015
147000032,St Joseph The Worker Church,West Bengal,On Violation,2015
146940007,St John's Social Centre,West Bengal,On Violation,2015
147060011,St Capitanios Home,West Bengal,On Violation,2015
147120181,St Antony High School,West Bengal,On Violation,2015
147040024,St Anthony's Church,West Bengal,On Violation,2015
147120109,St Anne's Free Primary School,West Bengal,On Violation,2015
147120686,Srija,West Bengal,On Violation,2015
147120780,Sri Sri sitaramdas Omkarnath Samskrita Siksha Samsad,West Bengal,On Violation,2015
146930031,Sri Sri Ramakrishna Satyananda Education Charity Trust,West Bengal,On Violation,2015
146990047,Sri Sri Ramakrishna Janmotsava Samity,West Bengal,On Violation,2015
147060059,Sri Sri Harichanl Furachand Seva Ashram,West Bengal,On Violation,2015
147040538,Sri Rampur(Tamluk) Netaji Samaj Kalyan Sangha,West Bengal,On Violation,2015
147110179,Sri Ramkrishna Ananda Ashrama,West Bengal,On Violation,2015
147110420,Sri Ramakrishna Matrimangal Pratisthan,West Bengal,On Violation,2015
147120224,Sri Ram Krishna Patha Chakra Sewa Kendra,West Bengal,On Violation,2015
147120149,Sri Mayapur Project Development Trust,West Bengal,On Violation,2015
146970003,Spastics Society Of Cooch Behar,West Bengal,On Violation,2015
147110280,Southend Area Development Organisation,West Bengal,On Violation,2015
147120156,South Eastern Railway Women's Organiston,West Bengal,On Violation,2015
147120177,Sos Childrens Village,West Bengal,On Violation,2015
147110417,Sodpukur Welfare S0ciety,West Bengal,On Violation,2015
146920033,Socio Economic & Rural Development Society,West Bengal,On Violation,2015
147040322,Society Of Rural Development For People Action And Evaluation,West Bengal,On Violation,2015
146940067,Society of Rosicrucian Brothers & Sisters,West Bengal,On Violation,2015
146920030,Society For Movement & Action For Rural Development,West Bengal,On Violation,2015
147000186,Society for Human Aptitude Knowledge Training and Implementation,West Bengal,On Violation,2015
147110108,Society For Education Health & Welfare,West Bengal,On Violation,2015
147120159,Society For Economic &vocational Assistance,West Bengal,On Violation,2015
146940084,SOCIETY FOR WELFARE OF THE HANDICAPPED PERSONS,West Bengal,On Violation,2015
147120510,Social Welfare Service,West Bengal,On Violation,2015
147040005,Social Service Centre,West Bengal,On Violation,2015
147040264,Sitibinda Tarun Sangha,West Bengal,On Violation,2015
147110485,Sitaramapur Gram Unnayan Samiti,West Bengal,On Violation,2015
147110068,Sitalia Jk (anchalik) Mahila Samity,West Bengal,On Violation,2015
147040280,Sitala Sporting Club,West Bengal,On Violation,2015
147020006,Sisters Of Charity Of St B Capitaria & V Gerosa,West Bengal,On Violation,2015
146930004,Sisters Of Charity,West Bengal,On Violation,2015
147110169,Sishushasthya O Jansiksh Parishad,West Bengal,On Violation,2015
146990055,Sishu Unmes Kendra,West Bengal,On Violation,2015
147110391,Simuldaha Azad Club,West Bengal,On Violation,2015
146940009,Silpodyog Co-op Industrial Society Ltd,West Bengal,On Violation,2015
146980094,SILIGURI HIMALAYA HOSANNA FAITH MINISTRIES,West Bengal,On Violation,2015
146940082,Sibanika,West Bengal,On Violation,2015
147110508,Shyam Nagar Kaji Najrul Sangha,West Bengal,On Violation,2015
147110879,Shuktara,West Bengal,On Violation,2015
147120299,Shri Ramkrishna Patherchakra & Seva Kendra,West Bengal,On Violation,2015
147040208,Shibrampur Milan Tirtha,West Bengal,On Violation,2015
147020034,Shibnathpur Yuba Sangha,West Bengal,On Violation,2015
147110662,Shibkalingar(N) Welfare Society,West Bengal,On Violation,2015
147110728,Shasanpara Jeevandeep Seva Paishtahan,West Bengal,On Violation,2015
147110321,Seva Sangha,West Bengal,On Violation,2015
146990017,Serampore Seva Sadan,West Bengal,On Violation,2015
147110694,Serakole Gram Unnayan Samity,West Bengal,On Violation,2015
147110360,Sebanjali Mahila Samiti,West Bengal,On Violation,2015
147120820,SEBA SAHAJOG,West Bengal,On Violation,2015
147120312,Scottish Church College,West Bengal,On Violation,2015
147000116,Scheduled Caste Welfare Centre,West Bengal,On Violation,2015
147110138,Saujatya,West Bengal,On Violation,2015
147110161,Satindra Smriti Samsad,West Bengal,On Violation,2015
147110400,Sathi Sangha,West Bengal,On Violation,2015
147060044,Sashibhushan Karma Kendra,West Bengal,On Violation,2015
147060037,Sarvoday Karma Mandali,West Bengal,On Violation,2015
147120024,Saroj Nalini Family Helper Project,West Bengal,On Violation,2015
147110405,Sarisha Milan Sangha,West Bengal,On Violation,2015
147000055,Sarenga New Mukul Samity,West Bengal,On Violation,2015
146920010,Sarenga Christian Boys Hostel,West Bengal,On Violation,2015
147040253,Sarbodaya Kendra,West Bengal,On Violation,2015
147060024,Sarboday Sangha,West Bengal,On Violation,2015
147110238,Sarbahara Sangha,West Bengal,On Violation,2015
147040006,Sarat Smriti Sangha,West Bengal,On Violation,2015
147110336,Sarahati Mahila Samiti,West Bengal,On Violation,2015
147040140,Saradamani Nari Kalyan Samity,West Bengal,On Violation,2015
147110333,Saptagram D.v. Sr.madrasa Edu. Society,West Bengal,On Violation,2015
147020011,Saontalpur Mission Boys Hostel,West Bengal,On Violation,2015
146990060,Santoshi Mata Samity,West Bengal,On Violation,2015
147000074,Santosh Nagar Sadharan Pathagar,West Bengal,On Violation,2015
147110532,Santi Sangha,West Bengal,On Violation,2015
147110096,Sankarachi Pally Unnayan Samity,West Bengal,On Violation,2015
147110151,Sanghashree,West Bengal,On Violation,2015
146980052,Sangh Atma Bodhi,West Bengal,On Violation,2015
147110412,San R. Welfare Society,West Bengal,On Violation,2015
147040491,Samsabad Sarberia Majharul Islam Madrasah,West Bengal,On Violation,2015
147040059,Samaj Kalyan Sangha,West Bengal,On Violation,2015
147000024,Samaj Kalyan Mahila Samity,West Bengal,On Violation,2015
147040486,Salika Garchak Vivekananda Seva Sangha,West Bengal,On Violation,2015
147050038,Salehdanga Madrasah Darul Uloom Ehya-Us- Sunnah,West Bengal,On Violation,2015
147030033,Salafia Education and Welfare Trust,West Bengal,On Violation,2015
146980072,Sakya Kunga Shedup Ling Monastery,West Bengal,On Violation,2015
147050025,Saktipur Lohit Sangha,West Bengal,On Violation,2015
147110919,SAHARA UTTARAYAN,West Bengal,On Violation,2015
147110652,Sahapur(South)Gram Unnayan Samity,West Bengal,On Violation,2015
147040183,Sahapur Tarun Chakra,West Bengal,On Violation,2015
147050061,Sahapara Salafiya Education Centre,West Bengal,On Violation,2015
147050052,Sahajadpur Banti Para Junior Madrasah Education Society,West Bengal,On Violation,2015
147050041,Sagarpara Versatile Rural Dev elopment Society,West Bengal,On Violation,2015
147110568,Sagardeep Nagendraganj Madrasah Anjuman-e- Muslihul Millat,West Bengal,On Violation,2015
147110750,Sagar Mongal,West Bengal,On Violation,2015
147040177,Sadat Pur Bidyutbahin,West Bengal,On Violation,2015
147040029,Sacred Heart Convent,West Bengal,On Violation,2015
147040123,Rural Research Institute Of Physiology & Applied Nutrition,West Bengal,On Violation,2015
146920007,Rural Development Trust,West Bengal,On Violation,2015
147120652,Rural and Urban Development Society,West Bengal,On Violation,2015
146990092,Rotary Club of Serampore Trust,West Bengal,On Violation,2015
147120705,Rotary Club of Salt Lake Down Town Trust,West Bengal,On Violation,2015
147120674,Rotary Club of Narendrapur Trust,West Bengal,On Violation,2015
147110758,Rotary Club of Dakshin Barasat,West Bengal,On Violation,2015
147120685,Rotary Club of Calcutta North East,West Bengal,On Violation,2015
147120666,Rotary Club of Calcutta Eastland Trust,West Bengal,On Violation,2015
147120668,Rotary Club of Jadavpur Trust,West Bengal,On Violation,2015
147120730,Riddhi Centre for Studies and Development,West Bengal,On Violation,2015
147110255,Research & Human Development Centre,West Bengal,On Violation,2015
147110602,Rekha Ray Memorial Medical Aid Society,West Bengal,On Violation,2015
147120137,Rehabilitation India,West Bengal,On Violation,2015
147120746,Red Plus Soceity,West Bengal,On Violation,2015
147020001,Raymond Memorial High School,West Bengal,On Violation,2015
147040205,Ratan Pur Progresive Total Development Club,West Bengal,On Violation,2015
147060081,Ramnagar Parimal Social Welfare and Rural Development centre,West Bengal,On Violation,2015
147040110,Ramnagar Gandhiji Yuba Kalyan Samity,West Bengal,On Violation,2015
147110540,Ramnagar Abad Mother Smriti Sangha,West Bengal,On Violation,2015
146990037,Ramkrishna Smriti Sangha,West Bengal,On Violation,2015
147060039,Rameswar Maternity Clinic & Ch.wel.centr,West Bengal,On Violation,2015
147000054,Ramaksrishna Shishu Sangha,West Bengal,On Violation,2015
147070030,Ramakrishna Society For Rural Development,West Bengal,On Violation,2015
